;filename;Titel;Autor_normalisiert;Jahr;all_words_count;anteil_abstrakt;ant_narr_abstrakt;ant_narr_konkret;ant_dir_rede;ant_ind_rede;ant_rep;ant_free;abstconc_narr
335;k00100000437;Der goldene Spiegel;Wieland, Christoph Martin;1772;120279;0.04768080878623866;0.015445157473732945;0.004436785452487815;0.30590714295883936;0.1130671868103706;0.08897731964634024;0.015234135854321797;11.794.801.116.269.800
336;k00100000438;Geschichte der Abderiten;Wieland, Christoph Martin;1774;107413;0.02799474923891894;0.009853905145452207;0.006097996372620425;0.2656190866658257;0.14683202977166646;0.10527311719439887;0.009855556957234769;12.200.427.288.177.000
337;k00100000439;Peregrinus Proteus;Wieland, Christoph Martin;1788;115173;0.03456539293063478;0.011093689410415927;0.0068450424021715296;0.4197147801181455;0.1428635360105018;0.11498299421206515;0.004393161883167253;12.025.360.882.100.100
338;k00100000440;Aristipp und einige seiner Zeitgenossen;Wieland, Christoph Martin;1800;321198;0.03531466572020996;0.01088686872918456;0.005147567080706311;0.32521089412700915;0.1567546204439792;0.10878905780595337;0.004750625539085177;11.823.063.666.450.800
339;k00100000442;Die Abendburg;Wille, Bruno;1909;148449;0.028413798678333976;0.011887362369677482;0.024091396277891454;0.474104190566165;0.07249701959196526;0.05653777807769305;0.004521222754571833;1.396.541.557.049.640
340;k00100000443;Glasberg;Wille, Bruno;1920;123809;0.025902801896469558;0.010874704491725768;0.02693602693602693;0.4919252661028395;0.05078946522172557;0.05760041161526835;0.004502041997620349;14.377.409.843.112.100
341;k00100000444;Die Europamüden;Willkomm, Ernst Adolf;1837;115475;0.051751461355271706;0.01824882337270225;0.01890003848089276;0.42407588044316974;0.06408781865564081;0.08361844308238822;0.0028025681715608485;13.502.609.892.549.900
342;k00100000445;Weisse Sclaven oder die Leiden des Volkes;Willkomm, Ernst Adolf;1845;269359;0.04502912469975015;0.016289036944069857;0.02738427440351416;0.4539792689852287;0.0737130483078824;0.0859881554888513;0.005532222936415318;14.710.305.285.926.200
343;k00100000446;Elisa;Wobeser, Wilhelmine Karoline von;1795;74477;0.08734240100970769;0.020287876907804942;0.011043553790792904;0.5813884231889174;0.0771971234448072;0.06950939733521573;0.004599399982352422;11.936.984.117.136.300
344;k00100000447;Agnes von Lilien;Wolzogen, Caroline von;1798;80236;0.07075377635973877;0.02087374157199593;0.014685508451094488;0.5894904219087422;0.07834373690600256;0.08336108813133213;0.004533880550511942;1.300.407.992.364.760
345;k00100000448;Robert der Schiffsjunge;Wörishöffer, Sophie;1877;184996;0.028751973015632776;0.010823324891975695;0.020434771707243688;0.3648852239803878;0.04520615110318699;0.07276576777356808;0.03494985513706264;15.516.372.723.550.000
346;k00100000453;Das Goldmacherdorf;Zschokke, Heinrich;1817;42250;0.033846153846153845;0.01220654020875958;0.015847695668758887;0.3008264462809917;0.06992541826244708;0.09002217294900222;0.001431163071961298;13.012.626.833.581.700
347;k00200000002;Das Schloß im Moor;Achleitner, Arthur;1903;50877;0.040391532519606116;0.01770174786165861;0.017776124953514317;0.4238531511851586;0.1022953278341104;0.11357634247334615;0.010449610381141795;16.450.121.234.659.500
348;k00200000003;Haus Nummer 37;Adolph, Karl;1908;102954;0.035404161081648115;0.01634885757748037;0.016886648945160645;0.3697281583909491;0.06591766184789441;0.08077467001885606;0.023837209302325583;13.956.633.426.038.600
349;k00200000007;Anatewka;Alejchem, Scholem;1894;56616;0.025134237671329662;0.005127586414912228;0.011702961935211436;0.7393452495004517;0.07478170421262967;0.0956532450113596;0.0014781156762379221;0.8896696024612456
350;k00200000008;Cabanis;Alexis, Willibald;1832;126759;0.03465631631679013;0.011173340409782259;0.02606181650581712;0.4548565327295766;0.06506036495552225;0.07878639746319249;0.01918685799924101;14.558.223.857.875.300
351;k00200000009;Isegrimm;Alexis, Willibald;1854;228551;0.03106527645908353;0.010314889433163906;0.019137411884508352;0.4743483128674234;0.08567242304133862;0.08867840981499682;0.027003481184682786;13.995.690.307.515.600
352;k00200000010;Der Roland von Berlin – Erster Band;Alexis, Willibald;1840;71665;0.02563315425940138;0.010771084337349395;0.024506024096385543;0.4510299216938021;0.06676694146554298;0.06664064114634763;0.005224240475807748;1.417.971.397.590.350
353;k00200000011;Der Roland von Berlin – Zweiter Band;Alexis, Willibald;1840;67722;0.02387702666784797;0.009198075804831634;0.022149389438071567;0.4600182062092756;0.06079915676504408;0.08332934074357992;0.00830059409735531;13.861.679.706.084.500
354;k00200000012;Der Roland von Berlin – Dritter Band;Alexis, Willibald;1840;80775;0.02664190653048592;0.010055425329156351;0.0198917782110544;0.4522906538096872;0.07067640354239374;0.07606261725605698;0.005618204191967078;13.308.689.946.765.300
355;k00200000013;Walladmor;Alexis, Willibald;1824;152005;0.029551659484885362;0.010003513630820743;0.015304962486823885;0.3626246399290937;0.08088854420562819;0.07712718812319964;0.0034899180146244183;13.431.949.755.080.000
356;k00200000014;Der Werwolf;Alexis, Willibald;1848;65460;0.0283837457989612;0.009400406504065041;0.024453760162601625;0.5036979950030455;0.0842024139516961;0.08498551877587042;0.01946574848661885;14.282.414.888.211.200
357;k00200000015;Der Werwolf;Alexis, Willibald;1848;78392;0.027923767731401164;0.009577527713400162;0.024516237120598663;0.5234614822394387;0.08680852841063337;0.0960490320963936;0.01876292104328941;1.457.672.409.460.250
358;k00200000016;Der falsche Woldemar;Alexis, Willibald;1842;220349;0.028364095139982483;0.010657089024964672;0.022071193055649013;0.4995513757200877;0.05639481866423494;0.07663967596509154;0.003936906946168749;13.365.794.445.192.000
359;k00200000026;Hollin's Liebeleben;Arnim, Achim von;1802;26129;0.06353094263079337;0.018398202683830227;0.0108689052158601;0.3510942899456969;0.07790027974329439;0.08859634688168504;0.004772091492512753;13.133.487.157.690.200
360;k00200000028;Der Schuhmeier;Ascher, Robert;1890;115617;0.020628454293053787;0.008269930532583526;0.009992357443507821;0.22743265088177425;0.07403099924659688;0.08998412733244095;0.006429527550415834;13.727.918.030.730.300
361;k00200000029;Auf der Höhe Band I;Auerbach, Berthold;1865;75079;0.03361792245501405;0.010922461338812587;0.022872282902563;0.5146538545533961;0.07844507534396157;0.094496614981437;0.005197641406420614;14.525.337.947.442.200
362;k00200000030;Auf der Höhe Zweiter Band;Auerbach, Berthold;1871;67143;0.03194674053884992;0.01204231082180635;0.02088418768646596;0.4429795487466549;0.09308634700842112;0.08958778326090693;0.005413567061942993;14.414.706.536.479.300
363;k00200000031;Auf der Höhe Dritter Band;Auerbach, Berthold;1871;56069;0.03315557616508232;0.01109938169205248;0.027838938320012063;0.4050751467080328;0.07721013273235479;0.09469802291718496;0.013887872623768895;145.161.752.375.206
364;k00200000032;Auf der Höhe Vierter Band;Auerbach, Berthold;1871;65027;0.03352453596198502;0.01153615932959678;0.018909506448277737;0.4481577901175988;0.07797170960667889;0.08045962270926042;0.004886056144760636;14.410.645.644.011.300
365;k00200000033;Das Landhaus am Rhein / Band I;Auerbach, Berthold;1869;61656;0.02945374335020112;0.010998810939357909;0.022321911144741108;0.3441533840283604;0.13054420480069276;0.08965442589234975;0.005899385706167294;14.226.983.839.584.800
366;k00200000034;Das Landhaus am Rhein / Band II;Auerbach, Berthold;1869;70844;0.032748009711478746;0.01120677014600222;0.018224093508452208;0.2449238880049396;0.1410268588662756;0.09587024151606544;0.01022346766724453;14.043.573.598.106.300
367;k00200000035;Das Landhaus am Rhein / Band III;Auerbach, Berthold;1869;48349;0.037332726633436064;0.012740913206570949;0.017235803906351054;0.2564448596837261;0.16393300806256272;0.0994325063150974;0.011436381881726007;14.114.285.021.342.500
368;k00200000036;Das Landhaus am Rhein / Band IV;Auerbach, Berthold;1869;75989;0.033123215202200317;0.012176388198617449;0.0199927709754665;0.3399692227664832;0.1503316138540899;0.09378386579392256;0.015020156920542718;1.371.878.710.522.730
369;k00200000037;Das Landhaus am Rhein / Band V;Auerbach, Berthold;1869;52256;0.03010180649112064;0.012386906379839241;0.015493340581679803;0.4607413939718434;0.12672041825454314;0.08854839217662436;0.01332241504204592;1.399.151.904.632.460
370;k00200000038;Landolin von Reutershöfen;Auerbach, Berthold;1878;56695;0.03308933768409913;0.011157685232652814;0.021290069660142942;0.3924868974255601;0.1055261187582791;0.0967286759200599;0.008451880435408628;14.456.709.689.092.500
371;k00200000040;Aus dem Leben und den Schriften des Magisters Herle, und seines Freundes Mänle;Aurbacher, Ludwig;1842;25064;0.03886051707628471;0.014267990074441687;0.009643582224227386;0.2806345910521364;0.09616195698017714;0.09917918437530417;0.00577490834766246;1.170.022.614.482.290
372;k00200000041;Die Hexe Drut;Bahr, Hermann;1919;129578;0.03880288320548241;0.01773198439709699;0.02006309540460317;0.496162311466926;0.07046258019864947;0.08439173727888866;0.04446855340029804;13.809.033.832.191.000
373;k00200000042;Himmelfahrt;Bahr, Hermann;1916;89024;0.041370866283249465;0.019741432382515904;0.00705930638210548;0.3660399255023444;0.09724938932512237;0.10396915272955293;0.0656721167254724;13.822.151.036.322.700
374;k00200000043;O Mensch!;Bahr, Hermann;1910;74218;0.030747258077555312;0.01665000517080906;0.0274052880140646;0.6426884867740987;0.07080291176566597;0.08569905226162366;0.0154293113391293;14.597.112.620.221.300
375;k00200000044;Die Rahl;Bahr, Hermann;1909;73888;0.03706961888263317;0.017908635604795872;0.02241108918905246;0.4190404470346845;0.0687905179752472;0.09253923558815184;0.0818763233143431;13.671.497.445.237.000
376;k00200000045;Theater;Bahr, Hermann;1897;44107;0.04065114380937267;0.01579520697167756;0.014669571532316631;0.3307266648733813;0.09015102025131616;0.10898051723475387;0.02205741075202705;13.492.136.165.577.100
377;k00200000080;Der gestohlene Mond;Barlach, Ernst;1896;78911;0.031998073779321005;0.01443668782640806;0.014085002373876804;0.2186568395577801;0.08610087453935428;0.0994664759914196;0.02011990539574281;13.498.676.080.114.100
378;k00200000082;Graf Udo Bodo;Baudissin, Wolf Graf von;1920;70351;0.03881963298318432;0.014338345116001197;0.009882505227521658;0.3162460376993249;0.11048467103830427;0.11838507513247998;0.06293706293706294;14.783.380.961.863.600
379;k00200000089;Der Dunkelgraf;Bechstein, Ludwig;1882;156139;0.04055360928403538;0.012821737515257656;0.0130552459799395;0.381676545671681;0.07638242157969125;0.08371224156632448;0.01132342145917104;13.880.342.514.462.200
380;k00200000090;Die Nonnensusel;Becker, August;1828;117159;0.029566657277716606;0.012675232091080787;0.024938153379618543;0.3837082978079705;0.05635468522236585;0.07286366511730245;0.023646139882835062;15.407.328.625.010.100
381;k00200000094;Die Heimkehr;Bentzon, Therese;1916;56603;0.05232938183488507;0.019674806576402318;0.013207205029013541;0.35555882352941176;0.09904411764705882;0.09422058823529413;0.047235294117647056;14.175.929.642.166.200
382;k00200000096;Die Bräutigame der Babette Bomberling;Berend, Alice;1915;32711;0.0350035156369417;0.01336867131776903;0.02732197840745216;0.10667181865018033;0.12575991756826374;0.10396702730551262;0.02959814528593508;1.526.475.581.712.580
383;k00200000098;Frau Hempels Tochter;Berend, Alice;1912;47586;0.0364813180347161;0.011412121523672441;0.031691769906955235;0.0951372309680662;0.13048160979374968;0.08257193631190651;0.012206286237412269;15.709.688.479.926.100
384;k00200000101;Die Reise des Herrn Sebastian Wenzel;Berend, Alice;1912;43671;0.035446864051658984;0.014548641542506575;0.025241016652059595;0.1803857962115507;0.08243063198748769;0.07937979107532488;0.030585645600417075;15.590.716.330.704.300
385;k00200000108;Hemmungslos;Bettauer, Hugo;1920;38965;0.03580136019504684;0.01317982123920618;0.020602938948644144;0.2639037491538747;0.087713168984868;0.0740223158722187;0.05150992423084482;15.121.825.859.718.300
386;k00200000117;Pankrazius Graunzer;Bierbaum, Otto Julius;1896;55461;0.03207659436360686;0.011745595401724351;0.013828147777916614;0.5895430938904126;0.059768337515317724;0.07871856217540993;0.005178852774698022;1.238.214.794.452.070
387;k00200000123;Prinz Kuckuck;Bierbaum, Otto Julius;1906;236900;0.03926129168425496;0.015849773433326074;0.015454023784553891;0.3515893103388085;0.07535478014976697;0.0713854317582782;0.035423903367138534;13.774.745.763.829.600
388;k00200000127;Das Schöne Mädchen von Pao;Bierbaum, Otto Julius;1899;33715;0.02672401008453211;0.00931977041541172;0.018014434278570208;0.5302939412117577;0.04902219556088782;0.053533293341331736;0.008014397120575886;13.709.986.929.590.200
389;k00200000130;Die Schlangendame;Bierbaum, Otto Julius;1896;18611;0.03949277309118264;0.01814615007356548;0.016772927905836194;0.44920202413390425;0.07862981704943557;0.07287747069763419;0.04887331862808702;14.477.451.692.005.800
390;k00200000133;Studenten-Beichten;Bierbaum, Otto Julius;1893;27313;0.04173836634569618;0.013143759873617692;0.016682464454976304;0.4617200477952962;0.043161483985661414;0.06743799726051351;0.023897648121703145;1.299.384.897.314.370
391;k00200000144;Die Leuenhofer;Bindschedler, Ida;1919;68092;0.030943429477765374;0.012927357438152107;0.023011133713935737;0.354299572312618;0.06034214990562206;0.06205051011874895;0.026449716866174467;1.574.432.377.452.580
392;k00200000145;Die Turnachkinder im Sommer;Bindschedler, Ida;1906;62216;0.026022245081651026;0.010209525657192743;0.028906780483073043;0.4039726540792721;0.046950723064397314;0.05341242455963504;0.009563318212951834;16.968.876.952.177.900
393;k00200000146;Die Turnachkinder im Winter;Bindschedler, Ida;1909;58221;0.0257467236907645;0.011177472356144013;0.027392003070207;0.34703227759280153;0.03917063371949038;0.05365840235546628;0.026498995624776426;16.869.908.133.650.200
394;k00200000147;Moderne Novellen;Birt, Theodor;1844;38113;0.041744286726313855;0.016968281766880717;0.029928001556723094;0.33983771251931993;0.028529108706852137;0.06673965309977675;0.05853941267387944;15.037.808.133.878.100
395;k00200000163;Bismarck – Band 1;Bleibtreu, Karl;1881;201110;0.03494604942568744;0.016547080039904842;0.012201672933773307;0.4806952198473787;0.060982458458590724;0.08700984440553665;0.013746655214561792;14.334.612.942.214.900
396;k00200000169;Dilettanten des Lasters;Blüthgen, Clara;1902;58691;0.034996847898314906;0.014113707040905829;0.024054434787231214;0.3745477159656264;0.05086781999095432;0.06575079149706016;0.03351142017186793;1.444.782.181.112.610
397;k00200000177;Nachtwachen;Bonaventura;1804;43020;0.0298000929800093;0.011142469669757724;0.01425796283399919;0.3607622780355143;0.06808910574308111;0.07796752519596864;0.0013997760358342665;13.319.194.370.120.500
398;k00200000180;Annas Ehe;Boy-Ed, Ida;1900;67067;0.05169457408263378;0.017978725981924355;0.025756584526665214;0.2980164251326693;0.0824827314478496;0.07721289877734958;0.1031680559488777;14.830.692.738.242.400
399;k00200000181;Empor!;Boy-Ed, Ida;1892;57915;0.04427177760511093;0.01979402736739436;0.027223959379213403;0.34248446847676023;0.10013518177634606;0.09968936953520477;0.040295674183156924;14.950.061.963.911.700
400;k00200000182;Ein königlicher Kaufmann;Boy-Ed, Ida;1911;94101;0.04384650535063389;0.017078199321417555;0.021915940193834315;0.2473704298736919;0.09304905868046616;0.09535686706136108;0.0815810262646346;1.381.292.569.684.590
401;k00200000183;Die Opferschale;Boy-Ed, Ida;1915;94418;0.0467813340676566;0.01755526657997399;0.016920929937517842;0.23820531214850635;0.08287943601597718;0.09728901524209332;0.08312741894058152;14.011.160.994.640.100
402;k00200000184;Um ein Weib;Boy-Ed, Ida;1906;83446;0.044615679601179216;0.018038811853061804;0.022459741135948008;0.2449201163392964;0.08056097852504084;0.08838997569624288;0.08987409856966412;1.454.058.927.969.050
403;k00200000187;Friedemann Bach;Brachvogel, Albert Emil;1858;85821;0.043054730194241504;0.015273094469589053;0.018356564545503724;0.3837101121224619;0.06477973547155695;0.07366129233366263;0.0130250045558742;1.456.536.415.601.290
404;k00200000188;Die Tochter des Kunstreiters;Brackel, Ferdinande Freiin von;1875;95671;0.05319271252521663;0.019096832172545496;0.016158857992153882;0.3585774493990322;0.0636609605078308;0.09615484676622092;0.0503234646270184;13.973.369.337.919.000
405;k00200000191;Geschichten aus der Jugendzeit;Braun, Isabella;1852;41157;0.037247612799766745;0.01439449602564959;0.023345133925589474;0.28930264879005885;0.04784581425768476;0.07688848920863309;0.014163669064748204;14.379.102.932.335.700
